response,ground_truth
No,No
No,No
No,No
No,No
No,No
A,A.
A,A.
A,A.
A,A.
A,A.
A,A.
A,A.
A,A.
A,A.
A,A.
None,None in effect
None,"San Luis Pass, Texas to the Alabama-Florida border, including Metropolitan New Orleans and Lake Pontchartrain"
None,"Tropical Storm Watch/Warning only in effect along the northern Gulf Coast — San Luis Pass, TX eastward to the Mouth of the Pearl River"
None,"West of Cameron, Louisiana to High Island, Texas"
None to None,West of Intracoastal City LA to High Island TX (Tropical Storm Watch)
None,"Tropical Storm Warning from San Luis Pass, TX to the mouth of the Mississippi River"
None,"San Luis Pass, Texas to the Alabama-Florida border, including Metropolitan New Orleans and Lake Pontchartrain"
None,"Same as watch area: San Luis Pass, TX to Mouth of Pearl River, LA (Tropical Storm Warning)"
None,"Cameron, Louisiana to the Mouth of the Pearl River"
None,Intracoastal City LA to the Mouth of the Pearl River (Tropical Storm Warning)
"27.6N, 92.6W","28.2N, 93.2W"
"26.4N, 91.0W","27.3N, 91.9W"
"25.9N, 90.5W","25.7N, 90.6W"
"24.4N, 89.5W","24.8N, 90.1W"
"24.7N, 88.7W","24.7N, 88.7W"
NW,NW
NW,NW
NW,Stationary (expected to resume NW tonight)
NNW,NW
N,N (350°)
50,9 mph
60,8 mph
10,0 mph (will increase to ~10 mph NW tonight)
8,8 mph
9,9 mph
"Louisiana, Mississippi, Alabama, Florida Panhandle",Central Texas coast eastward to the western Florida Panhandle
"Louisiana, Mississippi, Alabama, Florida",Northern Gulf Coast from the central Texas coast to the western Florida Panhandle
"Louisiana, Mississippi, Alabama, Florida",Northern Gulf Coast from central Texas to the western Florida Panhandle
"Louisiana, Mississippi, Alabama, Florida","Southeastern Louisiana, southern Mississippi, southern Alabama and the Florida Panhandle"
"Louisiana, Mississippi, Alabama, Florida",Central U.S. Gulf Coast from the upper Texas coast eastward to the western Florida Panhandle
None,None (no Virginia locations listed in wind-probability table)
"There is no weather forecast location in the provided table that corresponds to Virginia, VA, Port.",None
AUSTIN TX,None listed (no Mid-Atlantic sites in probability table)
"No Virginia, VA locations are listed in the provided table.",None
No location,None (no Virginia locations listed)
X,0%
0,0%
0,0%
0,0%
X,0%
0,0%
0,0%
0,0%
0,0%
X,0%
N/A,
N/A,N/A
N/A,N/A
N/A,N/A
N/A,N/A
N/A,
N/A,N/A
N/A,N/A
N/A,N/A
N/A,N/A
N/A,0%
N/A,0%
N/A,0%
N/A,0%
N/A,0%
D,B.
C,B.
D,A.
C,A.
A,D.
San Luis Pass Texas to the mouth of the Mississippi River,Central Texas coast eastward to the western Florida Panhandle
San Luis Pass Texas to the Alabama-Florida border,Northern Gulf Coast from the central Texas coast to the western Florida Panhandle
San Luis Pass to the Mouth of the Pearl River,Northern Gulf Coast from central Texas to the western Florida Panhandle
