response,ground_truth
No,No
No,No
A,A.
A,A.
A,A.
A,A.
TX to LA,None
Texas Coast to Louisiana Coast,None for Indiana; tropical storm watch/watch area not issued. (Texas coast only).
Galveston to Freeport,"Baffin Bay to High Island, Texas"
Galveston to Louisiana,"Tropical Storm Warning from Baffin Bay to High Island, Texas"
"27.6N, 95.3W","27.9N, 95.7W"
"27.1N, 94.2W","27.1N, 94.2W"
NW,NW
NW,NW
13,13 mph
12,12 mph
Texas,Central and upper Texas coast; western Louisiana coast
Louisiana,Texas coast and adjacent western Louisiana shoreline
GFMX 280N 910W,
GFMX 280N 910W,None
0,0%
0,0%
0,0%
0,0%
N/A,
N/A,N/A
N/A,
N/A,N/A
N/A,0%
N/A,0%
C,A.
D,C.
Texas coast,Central and upper Texas coast; western Louisiana coast
Baffin Bay to High Island Texas,Texas coast and adjacent western Louisiana shoreline
B,B.
B,B.
D,A.
A,B.
Texas,Central and upper Texas coast; western Louisiana coast
Texas,Texas coast and adjacent western Louisiana shoreline
36,≈6
12,10
None,
None,N/A
B,D.
C,D.
A,A.
A,A.
D,A.
D,A.
No,No
No,No
D,A.
D,A.
3,≈6
400,10
D,B.
D,D.
B,B.
B,B.
B,B.
B,B.
Tornadoes are possible across portions of eastern Texas and far western Louisiana today and tonight.,None
"No additional hazards are expected in the Northern Indiana District, IN, based on the given information.",None
"{
  ""gale_probability"": {
    ""in 12h"": ""3"",
    ""in 24h"": ""5"",
    ""in 48h"": ""8"",
    ""in 72h"": ""8"",
    ""in 96h"": ""9""
  }
}","{'in 12h': '0%', 'in 24h': '0%', 'in 48h': '0%', 'in 72h': '0%', 'in 96h': '0%'}"
"{
  ""gale_probability"": {
    ""in 12h"": ""3"",
    ""in 24h"": ""5"",
    ""in 48h"": ""8"",
    ""in 72h"": ""8"",
    ""in 96h"": ""8""
  }
}","{'in 12h': '0%', 'in 24h': '0%', 'in 48h': '0%', 'in 72h': '0%', 'in 96h': '0%'}"
15-06-2015,None
16-06-2015,None
15-06-2015,None
16-06-2015,None
15-06-2015,None
15-06-2015,None
5,0
5,0
5,None
5,None
0,None
0,None
A. None,A.
A. None,A.
